train_loss,train_accuracy,test_loss,test_accuracy
1082.704084065069,0.7693929076194763,586.5811226863989,5.652815818786621
381.39522639334103,4.727023601531982,191.99591074693922,5.104408264160156
105.75902076193695,10.328836441040039,86.78595992222728,13.478169441223145
70.21043760418691,13.880691528320312,80.54692872578666,14.807003021240234
56.04782188119615,15.108558654785156,82.47913470684281,15.123392105102539
49.45842765274177,15.1770658493042,74.90108858658964,16.009281158447266
40.12634051388874,17.111087799072266,76.30719840286562,15.777262687683105
36.75157169547893,17.1427059173584,75.45888606333892,14.870280265808105
33.021140568171944,17.86994171142578,76.41963006346018,15.735076904296875
30.41339753811918,18.50758934020996,82.32346364475737,15.503058433532715
